,Name
Bernard Reder,15
Reva Urban,15
Al Held,15
Nobuyoshi Araki,15
Mike Disfarmer,15
Aleksei Kruchenykh,15
"Hi Red Center, Genpei Akasegawa, Natsuyuki Nakanishi, Jiro Takamatsu",15
Vladimir Mayakovsky,15
Walter Pichler,15
Henri Georges Adam,15
Jacob Landau,15
Vico Magistretti,15
Marguerite Zorach,15
André Adolphe-Eugène Disdéri,15
"Ryue Nishizawa, Office of Ryue Nishizawa",15
Stefan Sagmeister,15
Gjon Mili,15
Cesar Pelli,15
"Aleksandr Rodchenko, Various Artists",15
Henry Darger,15
Tomma Abts,15
Spencer Sweeney,15
Hélène Delprat,15
Maria Martins,15
Nicholas Felton,15
"Sigmar Polke, Christof  Kohlhöfer",15
John Levee,15
James Kelly,15
"Coors Porcelain Co., Golden, CO",15
George Segal,15
Ernesto Caivano,15
Conrad Felixmüller,15
Alina Szapocznikow,15
Paul Jenkins,15
Arne Jacobsen,15
Dave Muller,15
"Italo Scanga, Harry Shunk, János Kender",15
"Helen Mayer Harrison, Newton Harrison",14
Lasar Segall,14
Hans Hollein,14
William Pettet,14
Lester Beall,14
George Constant,14
Norbert Bisky,14
Thomas Eckersley,14
Charles Marville,14
Susan Meiselas,14
Francis Bedford,14
Tadao Ando,14
Paul Vanderbilt,14
Jerome Kaplan,14
Jay Leyda,14
Bani Abidi,14
Horacio Coppola,14
Jenny Holzer,14
David Wojnarowicz,14
Nicole Eisenman,14
Alfredo Boulton,14
Leon Levinstein,14
Santiago Cucullu,14
John (born Helmut Herzfelde) Heartfield,14
Erik Nitsche,14
Jacob Jensen,14
Charles Henri Ford,14
Toshi Ichiyanagi,14
Raoul Hausmann,14
Rem Koolhaas,14
Julia Margaret Cameron,14
Tim Burton,14
Jorge Rigamonti,14
Philippe Parreno,14
Johannes Gachnang,14
"Rudolf Schwarzkogler, Franziska Krammel",14
Victor Pasmore,14
Saara Hopea,14
Birgit Jürgenssen,14
Leo Lionni,14
Jon Pylypchuk,14
Ray K. Metzker,14
Mark di Suvero,14
Mark Dion,14
Edward Ranney,14
Mario Avati,14
"Hani Rashid, Lise Anne Couture",14
Marjetica Potrc,14
Charles Demuth,14
Pat Keely,14
Howardena Pindell,14
Darren Almond,14
William Anastasi,14
Alan Shields,14
Ward Bennett,14
Roland Sabatier,14
"William Wegman, Harry Shunk, János Kender",14
Edda Renouf,14
Dave Heath,14
Albert Gleizes,14
Julião Sarmento,14
Qiu Anxiong,14
Lucien Hervé,14
Marvin Harden,14
Isa Genzken,14
"Bodo Rasch, Heinz Rasch",14
Takehisa Kosugi,14
Samuel Fosso,14
Wanda Gág,14
Andrea Fraser,14
John Vachon,14
David Hammons,14
Marianne Brandt,13
"Flora Manteola, Javier Sánchez Gómez, Josefa Santos, Justo Solsona, Carlos Sallaberry",13
Xu Bing,13
Mako Idemitsu,13
Chris Johanson,13
Moshe Kupfermann,13
Vincente Rojo,13
Barthelemy Toguo,13
Stephen Frykholm,13
"Lynn Hershman Leeson, Spain Rodriguez",13
Luisa Zuloaga de Palacios,13
Diana Michener,13
William Clift,13
Joe Tilson,13
Boris Margo,13
Edmund Teske,13
Adolf De Meyer,13
John Currin,13
R. Buckminster Fuller,13
Antonio Fernandez Reboiro,13
Yoriaki Matsudaira,13
"G Ateliers Architecture, Orlando Garcia, Adriana Salazar",13
Seth Price,13
Marco Breuer,13
"Skidmore Owings & Merrill, Gordon Bunshaft",13
Frank O. Gehry,13
Hélio Oiticica,13
Warrington Colescott,13
Cyan,13
Sergio Gonzalez-Tornero,13
George Griffin,13
Gino Marotta,13
Seher Shah,13
"Lorenzo Homar, Rafael Tufiño, Lorenzo Homar",13
Joyce Sills,13
Justin Matherly,13
Joaquín Torres-García,13
Julio Plaza,13
Sergei Soudeikine,13
Makoto Komatsu,13
Joe Colombo,13
Eikoh Hosoe,13
Emmy Andriesse,13
"Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",13
Sam Lucente,13
Karel Appel,13
Monica Bonvicini,13
Jean Ipoustéguy,13
Horace M. Engle,13
Louis Faurer,13
R. Crumb,13
"Timothy O'Sullivan, William H. Bell",13
Franklin Chenault Watkins,13
Thom O'Connor,13
Thomas Scheibitz,13
Alberto Burri,13
Dorothea Tanning,13
Syl Labrot,13
Bertien van Manen,13
Friedrich Vordemberge-Gildewart,13
Zero (Hans Schleger),13
Thomas Ruff,13
Henry Hamilton Bennett,13
Filippo Tommaso Marinetti,13
Rodolphe Bresdin,13
Roman Vishniac,13
Ian (Hugh Guiler) Hugo,13
Richard Pettibone,13
Wessel Couzijn,13
Ken Josephson,13
Gary Hume,13
Jack Pierson,13
Cindy Bernard,12
Jonas Wood,12
Robert Goodnough,12
Robert Macpherson,12
"Robert Brownjohn, Herbert Spencer",12
Nadia Kaabi-Linke,12
Jan De Cock,12
Ai Weiwei,12
Faith Ringgold,12
Mathieu Lehanneur,12
Lyle Ashton Harris,12
Iran do Espírito Santo,12
Rafael Alberti,12
Hilaire-Germain-Edgar Degas,12
Brian DeGraw,12
Martin Walde,12
Arnold Genthe,12
Jonathan Lasker,12
Tanyth Berkeley,12
Alejandro Otero,12
Jules Olitski,12
Balthus (Baltusz Klossowski de Rola),12
Frank Badur,12
R. H. Quaytman,12
Mabel Dwight,12
Amy Cutler,12
Roger Mertin,12
Bill Traylor,12
David Maljkovic,12
Dr. Lakra (Jerónimo López Ramírez),12
Anna Boghiguian,12
Paulo Monteiro,12
Germaine Krull,12
Laurie Simmons,12
James Dow,12
Ludwig Meidner,12
"Yvonne Farrell, Shelley McNamara",12
Tracey Moffatt,12
Peter Blake,12
Naomi Savage,12
William Henry Fox Talbot,12
Suzanne Valadon,12
"John Wood, Paul Harrison",12
Jim Goldberg,12
Frederick H. Evans,12
"Laurie Simmons, Allan McCollum",12
"Steina, Woody Vasulka",12
Paul Martin,12
Marcel Odenbach,12
Ivan Picelj,12
Joachim Koester,12
Hans Hartung,12
"Jules Séeberger (Séeberger Freres), Louis Séeberger (Séeberger Frères), Henri Séeberger (Séeberger Frères)",12
Alexey Brodovitch,12
Juan Luis Martinez,12
Ralston Crawford,12
Antonio Muntadas,12
Geoffrey Hendricks,12
Takuma Nakahira,12
Rafael Viñoly,12
Norman Zammitt,12
Nell Blaine,12
"Polit-Sheer-Form Office (PSFO), Hong Hao, Xiao Yu, Song Dong, Liu Jianhua, Leng Lin",12
Shigeru Tamura,12
George Condo,12
Felipe Orlando,12
Henny Cahn,12
John Piper,12
Tom Kalin,12
Edward Meneeley,12
Klaus Staeck,12
"Constantin Boym, Laurene Leon Boym",12
Cândido Portinari,12
Jackson Mac Low,12
René Magritte,12
Bram van Velde,12
Frederick Cooper Llosa,12
Eric Andersen,12
Georgia O'Keeffe,12
The New York Times,12
Barry McGee,12
Adolf Dehn,12
François Morellet,12
Raúl Anguiano,12
Len Gittleman,12
Édouard Manet,12
Leonid Tishkov,12
"Rafael Tufiño, Rafael Tufiño, Lorenzo Homar",12
Heinrich Campendonk,12
George A. Tice,12
Roberto Barni,12
Patrick Caulfield,12
Tomas Schmit,12
James Riddle,12
Suzan Frecon,12
Tony Oursler,11
Neil Farber,11
"David Bowie, David Mallet",11
Chris Vasell,11
"Michael C. Gross, Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",11
Reuben Kadish,11
Tony Smith,11
Tetsumi Kudo,11
Lev Mills,11
Gustav Klimt,11
Naoto Fukasawa,11
Péter Forgács,11
Edgardo Miguel Gimenez,11
Hella Jongerius,11
Jan Sawka,11
Denise Green,11
Sara Facio,11
Todd Webb,11
Delia R. Gonzalez,11
"Rudolf Schwarzkogler, Ludwig Hoffenreich, Walter Kindler",11
Tacita Dean,11
Joseph Kosuth,11
Lucie Rie,11
Claudette Schreuders,11
Raymond Savignac,11
"Jan Lewitt, George Him",11
Micha Ullman,11
Clare Strand,11
Jim Nutt,11
Christopher Knowles,11
Alexander Slussarev,11
Xanti Schawinsky,11
"Shozo Kitadai, Kiyoji Otsuji",11
Oscar Nitzchke,11
Albert Renger-Patzsch,11
Elaine de Kooning,11
Otis Shepard,11
Chitra Ganesh,11
Leslie Hewitt,11
Ikko (Ikko Narahara),11
Geoff Winningham,11
Laura Owens,11
Charles Burchfield,11
Solomon Telingater,11
Ken Heyman,11
Sidney Nolan,11
Charles Pratt,11
James Wines,11
John Buckland-Wright,11
Richard Estes,11
Reg Butler,11
Stan Brakhage,11
Umbo (Otto Umbehr),11
"Rolf Harder, Design Collaborative Montreal Ltd.",11
Unkn Graph Art/des - British,11
Jean-Michel Basquiat,11
Gérard Duchène,11
Carlos Silva,11
Thomas Bayrle,11
Othon Coubine (or Otakar Kubin),11
David Vestal,11
Christian Schwarzwald,11
Peter Bankov,11
Hamish Fulton,11
Edward Fella,11
Mark Manders,11
Mangelos (Dimitrije Bašicevic),11
"Debnath Basu, Anandajit Ray",11
"Kiyoji Otsuji, Katsuhiro Yamaguchi",11
Carl Otto Czeschka,11
Raoul Ubac,11
Auguste Herbin,11
"Kazimir Malevich, Olga Rozanova",11
John Gutmann,11
Giacomo Balla,11
Stephen Prina,11
"Andrea Geyer, Sharon Hayes, Ashley Hunt, Katya Sander, David Thorne",11
Jeremy Deller,11
Florence Henri,11
Wangechi Mutu,11
Lieko Shiga,11
Lucian Bernhard,11
Michael Goldberg,11
Josh Smith,11
Abelardo Morell,11
Joan Lyons,11
"Cyan, Sophie Alex, Wilhelm Ebentreich, Detlef Fiedler, Daniela Haufe, Siegfried Jablonsky",11
Richard Bosman,11
Andreas Gursky,11
Trisha Brown,11
Édouard-Denis Baldus,11
Jonathan Borofsky,11
Joe Maloney,11
"Rudolf Schwarzkogler, Michael Epp",11
Thomas Leeser,11
Olivia Parker,10
"Candy Kugel, Vincent Cafarelli",10
Leandro Katz,10
Paul Mayen,10
Théophile-Alexandre Steinlen,10
Marcel Janco,10
Hans Haacke,10
Oscar Domínguez,10
Sheila Hicks,10
Willys de Castro,10
Robert Venturi,10
JoAnn Verburg,10
Rogi André (Rozsa Klein),10
Agustín Hernández Navarro,10
Masayuki Kurokawa,10
William Scott,10
Karl Fred Dahmen,10
Lois Long,10
Unknown Director,10
Alan Saret,10
"Dargoljub Pavlov, Bora Vitorac",10
Michael Kidner,10
Ryoji Akiyama,10
Benjamin Cottam,10
"Apple, Inc.",10
Gary Kuehn,10
Tetsuo Ochikubo,10
KP Brehmer,10
Glenn Sorensen,10
Stefan Hirsch,10
Giovanni Pintori,10
Ronald Bladen,10
Matthew Ritchie,10
Carol Bove,10
Jean Kellogg,10
Christer Strömholm,10
John Hillers,10
Ann Hamilton,10
Elad Lassry,10
Kikuji Kawada,10
Frederick H. K. Henrion,10
Reuben Nakian,10
Wolfgang Weingart,10
Jean Puy,10
Lorna Simpson,10
Slavs and Tatars,10
Yukihisa Isobe,10
Lee Krasner,10
Bradford Washburn,10
Jeff Koons,10
Niele Toroni,10
Paul Rudolph,10
Alice Halicka,10
Hannah Höch,10
Colin Self,10
Kazumasa Nagai,10
Rineke Dijkstra,10
Alessandra Sanguinetti,10
Franz Roh,10
Jan J. Schoonhoven,10
"Jesse Reiser, Nanako Umemoto",10
Lois Conner,10
Paul Outerbridge,10
Marion Post Wolcott,10
Michael Engelmann,10
Nancy Spero,10
Paul Thek,10
Herbert Leupin,10
Allan Kaprow,10
Moris (Israel Meza Moreno),10
Eva Zeisel,10
Lucien Clergue,10
Pierre Paulin,10
Ernest Fiene,10
Richard Pare,10
Gastone Novelli,10
Isabel Bishop,10
David Salle,10
Richard Smith,10
Gertrudes Altschul,10
Richard Kalvar,10
Richard Pousette-Dart,10
Lari Pittman,10
David T. Hanson,10
George Bellows,10
Channa Horwitz,10
Chip Lord,10
Paul Colin,10
Yuki Kimura,10
Birgit Skiöld,10
Il'ia Zdanevich,10
Dora Maar (Henriette Theodora Markovitch),10
Laura Grisi,10
Dóra Maurer,10
Robert Colquhoun,10
John Maeda,10
Adam Bartos,10
Geta Brătescu,10
Moshe Gershuni,10
Steina,10
Nahum Tevet,10
Julia Wachtel,10
Ben Nicholson,10
Seong Moy,10
Edward Krasiński,10
Ingeborg Gabriel,10
Yves Klein,10
"Ben van Berkel, Caroline Bos",10
Richard Paul Lohse,10
Karl Gerstner,10
Carleton E. Watkins,10
William Zorach,10
Pinchas Cohen Gan,10
Rockwood and Company,10
Cristóbal Lehyt,10
Abby Leigh,10
Dasha Shishkin,10
Matt Saunders,10
Louis Michel Eilshemius,10
Jay Van Everen,9
Erwin Pfrang,9
Disney Studios,9
Philip Elliott,9
Alice Neel,9
Alexei Jawlensky,9
Art Sinsabaugh,9
Fang Lijun,9
Masatoshi Naitoh,9
Nikolai Kul'bin,9
Igor Moukhin,9
Sadie Benning,9
Fougasse (Cyril Kenneth Bird),9
Kn Thurlbeck,9
Giacchino Altobelli,9
Christopher Richard Wynne Nevinson,9
Takashi Murakami,9
"Richards Jarden, Harry Shunk, János Kender",9
Charles Atlas,9
Charles Knowles,9
"Varvara Alexandrovna Rodchenko, Nikolai Lavrent'ev",9
Pae White,9
Hans Hofmann,9
Giuseppe Viviani,9
Joe Deal,9
Martin Creed,9
Thomas Demand,9
Ralph Humphrey,9
Horst Janssen,9
Ernesto Neto,9
Alfredo Volpi,9
Michael Gitlin,9
Melvin Edwards,9
Ernst Schoedsack,9
Giuseppe Spagnulo,9
James Castle,9
Joseph Breitenbach,9
David Hartt,9
Cristina Iglesias,9
Carl Van Vechten,9
Nikolai Suetin,9
Michael Cline,9
Kiyoshi Saito,9
Renée Sintenis,9
Tsibi Geva,9
Corning Glass Works,9
Antonio Papasso,9
Liza Lou,9
Siah Armajani,9
Giuseppe Chiari,9
"Ivan Chermayeff, Thomas Geismar, Bruce Blackburn",9
Doug Aitken,9
Jean Prouvé,9
Robert Moskowitz,9
Hundertwasser (Friedrich Stowasser),9
Lotte Jacobi,9
Hans Richter,9
Larry Bell,9
Jan Groth,9
Franz Kline,9
Shirley C. Burden,9
Louis Soutter,9
Heinz Mack,9
Peter Behrens,9
Maria Lassnig,9
Mark Morrisroe,9
Jarbes Lopes,9
Lea Lublin,9
"Ekco Products Co., Chicago, IL",9
Julian Opie,9
Lois Lane,9
"Tim Berrescheim, Jonathan Meese",9
Philip Pearlstein,9
Greg Colson,9
Ralph Gibson,9
Nancy Rubins,9
Robert Birmelin,9
Lyle Starr,9
Leonard Freed,9
Franz Hitzler,9
Bernard Cohen,9
Allan McCollum,9
William Bradley,9
Alexander Brook,9
Judith Shea,9
Nancy Graves,9
Maya Deren,9
Ruth Root,9
Sze Tsung Leong,9
Peter Gee,9
Norman Catherine,9
Jimmy Alcock,9
Peter Halley,9
"Albert Oehlen, Rainald Goetz",9
Martine Franck,9
Marcel van Eeden,9
Koloman Moser,9
Henryk Tomaszewski,9
Richard Anuszkiewicz,9
Ernst Keller,9
Jacques Charlier,9
Alfred Manessier,9
James Victore,9
Antonio Berni,9
Richard Deacon,9
Wayne Thiebaud,9
Francisco Toledo,9
Charles Gaines,9
"Michael Manfredi, Marion Weiss",9
Mary E. Frey,9
Tom Sachs,9
Michael Snow,9
Claudia Andujar,8
Hank Willis Thomas,8
Tokujin Yoshioka,8
Robert Longo,8
Franz Ackermann,8
"Craig Hodgetts, Robert Mangurian, Keith Godard",8
Jeff Davis,8
"Martin Kippenberger, Albert Oehlen",8
Günter Günschel,8
Christiane Baumgartner,8
Maarten Van Severen,8
Taryn Simon,8
Georges Vantongerloo,8
Skip Blumberg,8
Anthony Goicolea,8
Walter Seifert,8
Gosbert Adler,8
Howard Chandler Christy,8
Peter Howson,8
Rainer Werner Fassbinder,8
Paul Chaleff,8
Wes Lang,8
Hayley Tompkins,8
Mark Stock,8
Marek Piasecki,8
Guy Tillim,8
Rolf Nesch,8
Cai Guo-Qiang,8
Ludwig Hirschfeld-Mack,8
Roger Herman,8
Tetsuya Noda,8
Paula Scher,8
Morgan Russell,8
Isidoro Ocampo,8
Yvonne Jacquette,8
Gino Severini,8
Harvey Quaytman,8
"Roberto Matta, Pierre Alechinsky",8
Adolf Ferdinand Schinnerer,8
Andries Dirk Copier,8
Heinz Hajek-Halke,8
"Mel Bochner, Harry Shunk, János Kender",8
Julio Le Parc,8
Sameer Makarius,8
Etienne Carjat,8
Atsuko Tanaka,8
Georges-Pierre Seurat,8
Renato Orara,8
Agustín Fernández,8
Alfred Leslie,8
Paul Rand,8
Ana Mendieta,8
raumlaborberlin,8
Zush (Alberto Porta),8
David Gordon,8
Alphonse Mucha,8
Nhem Ein,8
Anne Truitt,8
Peter Saul,8
Yozo Hamaguchi,8
Piero Dorazio,8
Damien Deroubaix,8
K. H. Hödicke,8
Francisco Dosamantes,8
D. Constantin,8
Hurvin Anderson,8
Wes Wilson,8
Carmela Gross,8
"Gertrud Natzler, Otto Natzler",8
Unknown Author,8
Eileen Gray,8
Nicola Tyson,8
Thomas Hart Benton,8
Eliot Elisofon,8
Morris Hirshfield,8
Chad Ferber,8
Laura Gilpin,8
Katharina Fritsch,8
Richard Hawkins,8
Ernie Gehr,8
Louise Dahl-Wolfe,8
Sandro Chia,8
Zigmunds Priede,8
Yoshio Watanabe,8
Lucio Pozzi,8
Pieter Brattinga,8
Greg Goldberg,8
Marcel Giró,8
Nemesio Antúnez,8
Malcolm Morley,8
Niklaus Stoecklin,8
Victor Brauner,8
"Ramiro Bascans, Thomas Sprechmann, Héctor Vigliecca, Arturo Villaamil",8
Joyce Wieland,8
John Divola,8
César (César Baldaccini),8
David Hare,8
Gary Hill,8
Wladyslaw Strzemiński,8
Jay Rosenblatt,8
Nicolas Faure,8
Marcello Nizzoli,8
Ed Rossbach,8
Mikhael Subotzky,8
Tom Purvis,8
Joe Zucker,8
Jean Pougny (Ivan Puni),8
"Le Corbusier (Charles-Édouard Jeanneret), Pierre Jeanneret",8
Masahisa Fukase,8
Hernan Bas,8
Phillip Rantzer,8
Nickolas Muray,8
Hiromi Tsuchida,8
Wolfgang Laib,8
David Ireland,8
Paul Stolper,8
Michal Rovner,8
Paul Kleinschmidt,8
Jacolby Satterwhite,8
Wim Crouwel,8
Jean-Luc Verna,8
"Maria Benktzon, Sven-Eric Juhlin",8
Sheron Rupp,8
Dorothy Norman,8
György Kepes,8
Marsden Hartley,8
Barney Bubbles (Colin Fulcher),8
William G. Larson,8
Peter Hujar,8
John Hejduk,8
Elaine Mayes,8
Carl Auböck,8
Loren MacIver,8
Walter Valentini,8
Werner Drewes,8
Beatriz Milhazes,8
Uwe Loesch,8
Waltercio Caldas,8
Shiro Kuramata,8
"Frank Gardner, Joan Gardner",8
William H. Johnson,8
Saul Bass,8
Walter Chappell,8
Walter De Maria,8
German Lorca,8
Michael Krebber,8
Martin Eder,8
Theodore Roszak,8
"Chris Hanson, Hendrika Sonnenberg",8
Jane Hammond,8
Lynn Chadwick,8
Sophie Taeuber-Arp,8
Hüseyin Bahri Alptekin,8
Nicolas Garcia Uriburu,8
Victor Schrager,8
Robert Whitman,8
Herbert Danska,8
"Hilary Sample, Michael Meredith",8
Guenter Tuzina,8
Ker-Xavier Roussel,8
Hermann Nitsch,8
Aenne Biermann,8
William Tucker,8
John Chamberlain,8
Dirk Bell,8
William Turnbull,8
Robert Beck,8
Luis Camnitzer,8
Georges Méliès,7
George Washington Wilson,7
"Ivan Chermayeff, Thomas Geismar",7
Merry Alpern,7
"Nam June Paik, Jud Yalkut",7
"Intel Corporation, Santa Clara, CA",7
Willie Cole,7
Niki de Saint Phalle,7
Yusaku Kamekura,7
Attilio Salemme,7
Jean Cocteau,7
Jean Metzinger,7
Michio Hanyu,7
Theodore Lux Feininger,7
Jane Wilson,7
Ben Nason,7
Hollis Frampton,7
David Lamelas,7
Dana Duff,7
Wade Guyton,7
Jean Hélion,7
Rex A. Stevens,7
Antoine Pevsner,7
Lajos Kassák,7
Anthony Barboza,7
Francis Bruguière,7
George C. Cox,7
Bob Thall,7
Iakov Chernikhov,7
Ottomar Starke,7
Su Friedrich,7
Dennis Wheeler,7
Yuri Masnyj,7
Michelangelo Pistoletto,7
William A. Garnett,7
Ken Graves,7
Andrzej Pagowski,7
Werner Mantz,7
Takis,7
Harry Bouras,7
Jakob Steinhardt,7
Ernst Wilhelm Nay,7
Roger Parry,7
Bernard Hoffman,7
Inka Essenhigh,7
Jan Matulka,7
Chimei Hamada,7
Henryk Berlewi,7
Mimi Smith,7
Richard Wright,7
Billy Sullivan,7
Fergus Bourke,7
Alton Pickens,7
Pierre Soulages,7
Julia Jacquette,7
Matthew Carter,7
"Dennis Oppenheim, Harry Shunk, János Kender",7
César Domela-Nieuwenhuis,7
Peter Max,7
Richard Kaplan,7
Charles Rennie Mackintosh,7
"David Askevold, Harry Shunk, János Kender",7
Alice Aycock,7
David Douglas Duncan,7
Luigi Scrivo,7
Rita McBride,7
Augusto Giacometti,7
Sergei Eisenstein,7
Johannes Canis,7
Henri Le Secq,7
Joan Snyder,7
Joseph Stalnaker,7
Hale Woodruff,7
Hans Brand,7
Wardell Milan,7
David Musgrave,7
Hugo Leven,7
René d'Harnoncourt,7
"Tibor Kalman, Alexander Isley",7
Kitaoji Rosanjin,7
Ritva Puotila,7
"Michael Carapetian, Pierre Chareau",7
Nelson Henricks,7
Heinrich Zille,7
Neil Jenney,7
Erich Salomon,7
Tetsuya Ichimura,7
Peter Downsbrough,7
Paul Gangolf,7
Luigi Veronesi,7
Birgit Megerle,7
Alain Resnais,7
Keith Milow,7
Marcel Mariën,7
Wheeler Winston Dixon,7
"Antonio Puente, Jesús Tenreiro-Degwitz",7
Mai-Thu Perret,7
Emilio Sanchez,7
Jorinde Voigt,7
Morris Kantor,7
Violet Hopkins,7
Craig Kauffman,7
Igor' Terent'ev,7
H. Scott Orr,7
An-My Lê,7
R. Maxil Ballinger,7
Kevin Appel,7
Claude Chabrol,7
György Bp. Szabó,7
Ingo Maurer,7
"Lucy McKenzie, Paulina Olowska",7
Ricardo Porro,7
Jorge de la Vega,7
Akihiko Tsukamoto,7
Angelo Savelli,7
Imi Knoebel,7
Carlo Carrà,7
Carl Morris,7
Julie Zando,7
Erwin Wurm,7
David Robilliard,7
Ilya Bolotowsky,7
Leo Rabkin,7
Elizabeth Catlett,7
Minnie Evans,7
Gillian Wearing,7
Carl-Henning Pedersen,7
Francis Thompson,7
Hajo Rose,7
Sid Grossman,7
Nan Hoover,7
André Thomkins,7
Friedrich St. Florian,7
Willard Van Dyke,7
Sergio Asti,7
Mieczysław Górowski,7
Paul Véra,7
Karl Blossfeldt,7
Didier Faustino,7
Ted Croner,7
Arthur Dove,7
Carel Visser,7
Mel Ramos,7
Junya Ishigami,7
Karl Haendel,7
Chargesheimer (Karl-Heinz Hargesheimer),7
Nathan Lyons,7
Beatrice Riese,7
Cory Arcangel,7
Jorre van Ast,7
E. V. Day,7
Bryan Hunt,7
Gino Colombini,7
James Montgomery Flagg,7
Enzo Cucchi,7
Gene Davis,7
Tord Boontje,7
Woody Vasulka,7
Joan Fontcuberta,7
Steven B. Smith,7
"Ana Mendieta, Carl Andre, Ana Mendieta",7
Édouard Pignon,7
Ugo Rondinone,7
assume vivid astro focus,7
"SITE (Sculpture in the Environment), James Wines",7
David Staub,7
"Daniel Buren, Harry Shunk, János Kender",7
Eugène Carrière,6
Ming Smith,6
Olafur Eliasson,6
Maurice Sterne,6
Marepe,6
Dara Birnbaum,6
Al Taylor,6
"Opera, Ton Homburg",6
Jim Lambie,6
Léo Marchutz,6
Pierre Huyghe,6
Howard Cook,6
Robert De Boeck,6
"Minutemen, Raymond Pettibon",6
Henri Gaudier-Brzeska,6
Xenon Straub,6
Adolph Loos,6
"Il'ia Zdanevich, Kirill Zdanevich",6
Takenobu Igarashi,6
Milton Avery,6
Yun-Fei Ji,6
Jacques Nathan-Garamond,6
Harry Bertoia,6
Miriam Schapiro,6
John Harding,6
Robert Fried,6
Claude Monet,6
"Emilio Tuñón, Luis M. Mansilla",6
Germaine Richier,6
"Günter Brus, Arnulf Rainer",6
John Flannagan,6
Louis-Rémy Robert,6
Katerina Lanfranco,6
Joan Albert,6
Hans Watzek,6
Hodaka Yoshida,6
Lewis Kostiner,6
O. Winston Link,6
Juan Muñoz,6
Chris Finley,6
"George Krikorian, Kenneth D. Haak, Paul Smith",6
Paul Sietsema,6
Eric Henri Kennington,6
"Maria Siniakova, Russian, 1898-1989, Maria Siniakova, Russian, 1898-1989, Gustav Klutsis",6
András Wahorn,6
Anna Bella Geiger,6
Leni Riefenstahl,6
Robert Bechtle,6
"Reid Miles, Blue Note Records",6
Vuyile Voyiya,6
Valdemar H. Elenbaas,6
Gilda Mantilla,6
Wyndham Lewis,6
Daniel Richter,6
Barry Flanagan,6
Achille Castiglioni,6
International News Photo,6
Harry Allen,6
Angus Fairhurst,6
Antonio Zoran Music,6
Hans Wegner,6
Norman Bluhm,6
Eve Aschheim,6
Shirana Shahbazi,6
Amos Gitai,6
Burk Uzzle,6
Eugene Feldman,6
Kerstin Brätsch,6
Jack Delano,6
"Haus-Rucker-Co, Günter Zamp Kelp, Laurids Ortner, Manfred Ortner, Klaus Pinter",6
Alberto Magnelli,6
unknown,6
Julius Bissier,6
Jaromír Funke,6
Getulio Alviani,6
Shelby Hughes,6
"Gebrüder Thonet, company design",6
Steve McQueen,6
Noémi Raymond,6
Reginald Marsh,6
Jesús Tenreiro-Degwitz,6
Pierre Mendell,6
Georg Kolbe,6
Pearl Blauvelt,6
Arthur Secunda,6
W. Archibald Welden,6
Bruno Mathsson,6
Reinhold Weiss,6
Arthur Siegel,6
Yukinori Yanagi,6
Matthias Mansen,6
Seymour Chwast,6
Paul A. McDonough,6
SEO (Seo Soo-Kyoung),6
Siegfried Schott,6
Joseph E. Yoakum,6
"Svetlana Alpers, James Hyde, Barney Kulok",6
"George Lois, Carl Fischer",6
Shio Kusaka,6
Wilhelm Deffke,6
Jim Bengston,6
Francisco Méndez Labbé,6
Max Unold,6
Antoni Clavé,6
Alessandro Mendini,6
Seiichi Furuya,6
Alejandro Puente,6
Kimber Smith,6
Adam Clark Vroman,6
George Woodman,6
Ivan Kliun,6
"Fernando Guerra, Álvaro Siza",6
Senga Nengudi,6
Steve Reich,6
Sam Gilliam,6
David Wing,6
Magdalena Abakanowicz,6
Jonathan Monk,6
"Georgii Stenberg, Vladimir Stenberg",6
Hugo Henneberg,6
Joe Brainard,6
Austin Cooper,6
Ernst Caramelle,6
"Jie Qi, Andrew ""Bunnie"" Huang",6
Sarah Lucas,6
Sonia Švecová,6
Errol Morris,6
Robert Partin,6
Vanessa Beecroft,6
Vladimir Kozlinskii,6
Dorit Margreiter,6
Max Oppenheimer (MOPP),6
Daniel Zeller,6
Jacob El Hanani,6
Hiroshi Ohchi,6
"Louise Lawler, Allan McCollum",6
Grenville Davey,6
Richard Stankiewicz,6
Ferdinand Mulnier,6
David Storey,6
Duane Michals,6
Rockwell Kent,6
Johannes Itten,6
