Name,Nationality,Gender,Birth Year,Death Year,Living Status,Age
Norman Bluhm,American,Male,1920,1999,FALSE,79
Donald Blumberg,American,Male,1935,Alive,TRUE,#VALUE!
Anna Blume,German,Female,1937,Alive,TRUE,#VALUE!
Bernhard Blume,German,Male,1937,2011,FALSE,74
Peter Blume,American,Male,1906,1992,FALSE,86
Erwin Blumenfeld,German,Male,1897,1969,FALSE,72
Instituto Lina Bo e Pietro Maria Bardi,Brazilian,Female,1914,1992,FALSE,78
Marcello Boccacci,Italian,Male,1914,1996,FALSE,82
Umberto Boccioni,Italian,Male,1882,1916,FALSE,34
Mel Bochner,American,Male,1940,Alive,TRUE,#VALUE!
Bengt Böckman,Swedish,Male,1936,Alive,TRUE,#VALUE!
Alighiero Boetti,Italian,Male,1940,1994,FALSE,54
Marinus Boezem,Dutch,Male,1934,Alive,TRUE,#VALUE!
Ricardo Bofill,Spanish,Male,1939,Alive,TRUE,#VALUE!
Arthur Emil Bofinger,Swiss,Male,1909,Alive,TRUE,#VALUE!
Varujan Boghosian,American,Male,1926,Alive,TRUE,#VALUE!
Theodor Bogler,German,Male,1897,1968,FALSE,71
Alexander Bogomazov,Russian,Male,1880,1930,FALSE,50
Blythe Bohnen,American,Female,1940,Alive,TRUE,#VALUE!
Olaf von Bohr,Austrian,Male,1927,Alive,TRUE,#VALUE!
Karl Bohrmann,German,Male,1928,1998,FALSE,70
Bruce Boice,American,Male,1941,Alive,TRUE,#VALUE!
Richard Boix,Spanish,Male,1894,1949,FALSE,55
Jakob (Jack) Friedrich Bollschweiler,German,Male,1888,1938,FALSE,50
Roger Bolomey,American,Male,1918,Alive,TRUE,#VALUE!
Jay Bolotin,American,Male,1949,Alive,TRUE,#VALUE!
Ilya Bolotowsky,American,Male,1907,1981,FALSE,74
Christian Boltanski,French,Male,1944,Alive,TRUE,#VALUE!
Michael Bolus,British,Male,1934,2013,FALSE,79
David Bomberg,British,Male,1890,1957,FALSE,67
Camille Bombois,French,Male,1883,1970,FALSE,87
Bona,Italian,Female,1926,Alive,TRUE,#VALUE!
Claus Bonderup,Danish,Male,1943,Alive,TRUE,#VALUE!
Muirhead Bone,British,Male,1876,1953,FALSE,77
Antonio Bonet,Spanish,Male,1913,1989,FALSE,76
Rodolfo Bonetto,Italian,Male,1929,1991,FALSE,62
Marcelo Bonevardi,Argentine,Male,1929,1994,FALSE,65
Felix Bonfils,French,Male,1831,1885,FALSE,54
Dusti Bongé,American,Female,1903,1993,FALSE,90
Paolo Boni,Italian,Male,1926,Alive,TRUE,#VALUE!
Pierre Bonnard,French,Male,1867,1947,FALSE,80
Maria Bonomi,Brazilian,Female,1935,Alive,TRUE,#VALUE!
Lee Bontecou,American,Female,1931,Alive,TRUE,#VALUE!
Fabio Bonzi,Italian,Male,1943,Alive,TRUE,#VALUE!
Peter Booth,Australian,Male,1940,Alive,TRUE,#VALUE!
Osvaldo Borda,Argentine,Male,1929,Alive,TRUE,#VALUE!
Enrico Bordoni,Italian,Male,1904,1969,FALSE,65
Paul-Émile Borduas,Canadian,Male,1905,1960,FALSE,55
Francisco Borès,Spanish,Male,1898,1972,FALSE,74
Jonathan Borofsky,American,Male,1942,Alive,TRUE,#VALUE!
Elena Borstein,American,Female,1946,Alive,TRUE,#VALUE!
Sándor (Alexander) Bortnyik,Hungarian,Male,1893,1976,FALSE,83
Fritz Boscovits,Swiss,Male,1871,1965,FALSE,94
Derek Boshier,British,Male,1937,Alive,TRUE,#VALUE!
Richard Bosman,Australian,Male,1944,Alive,TRUE,#VALUE!
Rodolphe-Théophile Bosshard,Swiss,Male,1889,1960,FALSE,71
Check  Boterf,American,Male,1934,Alive,TRUE,#VALUE!
Fernando Botero,Colombian,Male,1932,Alive,TRUE,#VALUE!
Dorr Bothwell,American,Female,1902,2000,FALSE,98
Mario Botta,Swiss,Male,1943,Alive,TRUE,#VALUE!
Kenneth J. Botto,American,Male,1937,Alive,TRUE,#VALUE!
Édouard Boubat,French,Male,1923,1999,FALSE,76
René Robert Bouché,American,Male,1905,1963,FALSE,58
Alice Boughton,American,Female,1865,1943,FALSE,78
Firmin Bouisset,French,Male,1859,1925,FALSE,66
Christine Boumeester,Dutch,Female,1904,1971,FALSE,67
Louis Bouquet,French,Male,1885,1952,FALSE,67
Harry Bouras,American,Male,1931,1993,FALSE,62
Émile-Antoine Bourdelle,French,Male,1861,1929,FALSE,68
Louise Bourgeois,American,Female,1911,2010,FALSE,99
Fergus Bourke,Irish,Male,1934,2004,FALSE,70
Margaret Bourke-White,American,Female,1904,1971,FALSE,67
Samuel Bourne,British,Male,1834,1912,FALSE,78
Jean-Louis Boussingault,French,Male,1883,1943,FALSE,60
Henri Boutet,French,Male,1851,1919,FALSE,68
Lynn Bowers,American,Male,1932,Alive,TRUE,#VALUE!
Frank Bowling,Guyanese,Male,1936,Alive,TRUE,#VALUE!
Stanley Boxer,American,Male,1926,2000,FALSE,74
Fiske Boyd,American,Male,1895,1975,FALSE,80
Fionnuala Boyd,British,Female,1944,Alive,TRUE,#VALUE!
James Henderson Boyd,Canadian,Male,1928,2002,FALSE,74
Mark Boyle,British,Male,1934,Alive,TRUE,#VALUE!
James Boynton,American,Male,1928,2010,FALSE,82
Paul Brach,American,Male,1924,2007,FALSE,83
Angel Bracho,Mexican,Male,1911,2005,FALSE,94
M. Leone Bracker,American,Male,1885,1937,FALSE,52
Su Braden,British,Female,1940,Alive,TRUE,#VALUE!
Paul Bradley,American,Male,1960,Alive,TRUE,#VALUE!
William Bradley,American,Male,1868,1962,FALSE,94
Dove Bradshaw,American,Male,1949,Alive,TRUE,#VALUE!
Mathew B. Brady (studio of),American,Male,1823,1896,FALSE,73
Joe Brainard,American,Male,1942,1994,FALSE,52
Emile Branchard,American,Male,1881,1938,FALSE,57
Constantin Brancusi,French,Male,1876,1957,FALSE,81
Bill Brandt,British,Male,1904,1983,FALSE,79
Marianne Brandt,German,Female,1893,1983,FALSE,90
Robert Brandwein,American,Male,1933,1972,FALSE,39
Frank Brangwyn,British,Male,1867,1956,FALSE,89
Georges Braque,French,Male,1882,1963,FALSE,81
Brassaï (Gyula Halász),French,Male,1899,1984,FALSE,85
John Randall Bratby,British,Male,1928,1992,FALSE,64
Pieter Brattinga,Dutch,Male,1931,Alive,TRUE,#VALUE!
Adolphe Braun,French,Male,1812,1877,FALSE,65
Victor Brauner,Romanian,Male,1903,1966,FALSE,63
Troy Brauntuch,American,Male,1954,Alive,TRUE,#VALUE!
Claudio Bravo,Chilean,Male,1936,2011,FALSE,75
Stipe Brcic,Yugoslav,Male,1948,Alive,TRUE,#VALUE!
George Brecht,American,Male,1926,2008,FALSE,82
Charles H. Breed,American,Male,1876,1950,FALSE,74
Robert Breer,American,Male,1926,2011,FALSE,85
Carl-Arne Breger,Swedish,Male,1923,Alive,TRUE,#VALUE!
KP Brehmer,German,Male,1938,1997,FALSE,59
Raymond Breinin,American,Male,1910,2000,FALSE,90
Joseph Breitenbach,American,Male,1896,1984,FALSE,88
Uwe Bremer,German,Male,1940,Alive,TRUE,#VALUE!
Miguel Bresciano,Uruguayan,Male,1937,1979,FALSE,42
Rodolphe Bresdin,French,Male,1822,1885,FALSE,63
André Breton,French,Male,1896,1966,FALSE,70
Marcel Breuer,American,Male,1902,1981,FALSE,79
William Brice,American,Male,1921,2008,FALSE,87
Marilyn Bridges,American,Female,1948,Alive,TRUE,#VALUE!
Barry Bridgwood,American,Male,1957,Alive,TRUE,#VALUE!
Judson Briggs,American,Male,1906,Alive,TRUE,#VALUE!
Anne W. Brigman,American,Female,1869,1950,FALSE,81
Serge Brignoni,Swiss,Male,1903,2002,FALSE,99
Denis Brihat,French,Male,1928,Alive,TRUE,#VALUE!
Enrique Brinkmann,Spanish,Male,1938,Alive,TRUE,#VALUE!
Horace Bristol,American,Male,1908,1997,FALSE,89
René Brô,French,Male,1930,1987,FALSE,57
John Brockman,American,Male,1941,Alive,TRUE,#VALUE!
Gottfried Brockmann,German,Male,1903,1983,FALSE,80
Gandy Brodie,American,Male,1925,1975,FALSE,50
Alexey Brodovitch,American,Male,1898,1971,FALSE,73
Jürgen Brodwolf,Swiss,Male,1932,Alive,TRUE,#VALUE!
Stephen Brody,American,Male,1926,Alive,TRUE,#VALUE!
Horace Brodzky,American,Male,1885,1969,FALSE,84
Stig Brøgger,Danish,Male,1941,Alive,TRUE,#VALUE!
Robert Broner,American,Male,1922,2010,FALSE,88
Marcel Broodthaers,Belgian,Male,1924,1976,FALSE,52
Alexander Brook,American,Male,1898,1980,FALSE,82
John Brook,American,Male,1924,Alive,TRUE,#VALUE!
James Brooks,American,Male,1906,1992,FALSE,86
Milton Brooks,American,Male,1901,1956,FALSE,55
Wendell Brooks,American,Male,1939,Alive,TRUE,#VALUE!
Harry Brorby,American,Male,1927,2012,FALSE,85
Joan Brossa,Spanish,Male,1919,1998,FALSE,79
Gary Stephen Brotmeyer,American,Male,1946,Alive,TRUE,#VALUE!
Arthur William Brown,American,Male,1881,1966,FALSE,85
Gustav A. Brown,American,Male,1908,Alive,TRUE,#VALUE!
James Brown,American,Male,1951,Alive,TRUE,#VALUE!
Joan Brown,American,Female,1938,1990,FALSE,52
Kathan Brown,American,Female,1935,Alive,TRUE,#VALUE!
Ray Brown,American,Male,1933,Alive,TRUE,#VALUE!
Roger Brown,American,Male,1941,1997,FALSE,56
Byron Browne,American,Male,1907,1961,FALSE,54
Colleen Browning,American,Female,1923,Alive,TRUE,#VALUE!
Robert Brownjohn,American,Male,1925,1970,FALSE,45
Kenneth Brozen,American,Male,1927,1989,FALSE,62
Roser Llop Bru,Chilean,Female,1923,Alive,TRUE,#VALUE!
Salvador Bru,Chilean,Male,1923,Alive,TRUE,#VALUE!
Jon O. Brubaker,American,Male,1875,1953,FALSE,78
Patrick Henry Bruce,American,Male,1881,1936,FALSE,55
Anton Bruehl,American,Male,1900,1982,FALSE,82
Francis Bruguière,American,Male,1879,1945,FALSE,66
Paul Brühwiler,Swiss,Male,1939,Alive,TRUE,#VALUE!
William Brui,Israeli,Male,1946,Alive,TRUE,#VALUE!
Donald Brun,Swiss,Male,1909,1999,FALSE,90
Peter Brüning,German,Male,1929,1970,FALSE,41
Robert Brunner,American,Male,1958,Alive,TRUE,#VALUE!
Norman Bruns,American,Male,1921,2005,FALSE,84
Günter Brus,Austrian,Male,1938,Alive,TRUE,#VALUE!
Grisha Bruskin,Russian,Male,1945,Alive,TRUE,#VALUE!
Wim Brusse,Dutch,Male,1910,1978,FALSE,68
William Bryant,American,Male,1946,Alive,TRUE,#VALUE!
Camille Bryen,French,Female,1907,1976,FALSE,69
Tadeusz Brzozowski,Polish,Male,1918,1987,FALSE,69
Gernot Bubenik,German,Male,1942,Alive,TRUE,#VALUE!
Boris Bućan,Croatian,Male,1947,Alive,TRUE,#VALUE!
Erich Buchegger,Austrian,Male,1924,Alive,TRUE,#VALUE!
Gustave Buchet,Swiss,Male,1888,1963,FALSE,75
Carl Buchheister,German,Male,1890,1964,FALSE,74
Erich Buchholz,German,Male,1891,1972,FALSE,81
John Buck,American,Male,1946,Alive,TRUE,#VALUE!
John Buckland-Wright,British,Male,1897,1954,FALSE,57
Peter H. Buckley,American,Male,1925,1991,FALSE,66
David Budd,American,Male,1927,1991,FALSE,64
Dan Budnik,American,Male,1933,Alive,TRUE,#VALUE!
Eugene Buechel,American,Male,1874,1954,FALSE,80
Alice Standish Buell,American,Female,1892,1964,FALSE,72
Bernard Buffet,French,Male,1928,1999,FALSE,71
Fritz Bühler,Swiss,Male,1909,1963,FALSE,54
Felix Buhot,French,Male,1847,1898,FALSE,51
Adam Bujak,Polish,Male,1940,Alive,TRUE,#VALUE!
John G. Bullock,American,Male,1854,1939,FALSE,85
Wynn Bullock,American,Male,1902,1975,FALSE,73
Torun Bülow-Hübe,Swedish,Female,1929,Alive,TRUE,#VALUE!
Louis Bunce,American,Male,1907,1983,FALSE,76
Willi Bunkowski,German,Male,1949,Alive,TRUE,#VALUE!
Édouard-Wilfred Buquet,French,Male,1866,Alive,TRUE,#VALUE!
Pierre Buraglio,French,Male,1939,Alive,TRUE,#VALUE!
Pablo Burchard,Chilean,Male,1875,1964,FALSE,89
Max Burchartz,German,Male,1887,1961,FALSE,74
Charles Burchfield,American,Male,1893,1967,FALSE,74
Chris Burden,American,Male,1946,2015,FALSE,69
Daniel Buren,French,Male,1938,Alive,TRUE,#VALUE!
Bill Burke,American,Male,1943,Alive,TRUE,#VALUE!
Paul Burlin,American,Male,1886,1969,FALSE,83
David Burliuk,Ukrainian,Male,1882,1967,FALSE,85
Ian Burn,Australian,Male,1939,1993,FALSE,54
Edward Burne-Jones,British,Male,1833,1898,FALSE,65
Deirdre Burnett,British,Female,1939,Alive,TRUE,#VALUE!
Joseph Burnett,American,Male,1923,Alive,TRUE,#VALUE!
Marsha Burns,American,Female,1945,Alive,TRUE,#VALUE!
Edward Burra,British,Male,1905,1976,FALSE,71
Alberto Burri,Italian,Male,1915,1995,FALSE,80
René Burri,Swiss,Male,1933,2014,FALSE,81
Larry Burrows,British,Male,1926,1971,FALSE,45
Richmond Burton,American,Male,1960,Alive,TRUE,#VALUE!
Scott Burton,American,Male,1939,1989,FALSE,50
Pol Bury,Belgian,Male,1922,2005,FALSE,83
Andrew Foster Bush,American,Male,1956,Alive,TRUE,#VALUE!
Jack Bush,Canadian,Male,1909,1977,FALSE,68
Wolf von dem Bussche,American,Male,1934,2014,FALSE,80
Solomon D. Butcher,American,Male,1856,1927,FALSE,71
Frances Butler,American,Female,1940,Alive,TRUE,#VALUE!
Horacio A. Butler,Argentine,Male,1897,1983,FALSE,86
Reg Butler,British,Male,1913,1983,FALSE,70
Elizabeth Butterworth,British,Female,1949,Alive,TRUE,#VALUE!
James Lee Byars,American,Male,1932,1997,FALSE,65
Michael Byron,American,Male,1954,Alive,TRUE,#VALUE!
Luigi Caccia Dominioni,Italian,Male,1913,Alive,TRUE,#VALUE!
John Cadenhead,American,Male,1937,Alive,TRUE,#VALUE!
Paul Cadmus,American,Male,1904,1999,FALSE,95
Poul Cadovius,Danish,Male,1911,Alive,TRUE,#VALUE!
Deborah Fleming Caffery,American,Female,1948,Alive,TRUE,#VALUE!
John Cage,American,Male,1912,1992,FALSE,80
Corrado Cagli,American,Male,1910,1976,FALSE,66
Miriam Cahn,Swiss,Female,1949,Alive,TRUE,#VALUE!
Marcelle Cahn,French,Female,1895,1981,FALSE,86
Fred Cain,American,Male,1938,Alive,TRUE,#VALUE!
José Milner Cajahuaringa,Peruvian,Male,1932,Alive,TRUE,#VALUE!
Charles Cajori,American,Male,1921,Alive,TRUE,#VALUE!
Letterio Calapai,American,Male,1902,1993,FALSE,91
Nicolas Calas,American,Male,1907,Alive,TRUE,#VALUE!
Lawrence Calcagno,American,Male,1916,1993,FALSE,77
Alexander Calder,American,Male,1898,1976,FALSE,78
Dale R. Caldwell,American,Male,1929,Alive,TRUE,#VALUE!
Harry Callahan,American,Male,1912,1999,FALSE,87
Kenneth Callahan,American,Male,1905,1986,FALSE,81
Mary Callery,American,Female,1903,1977,FALSE,74
Jo Ann Callis,American,Female,1940,Alive,TRUE,#VALUE!
Julia Margaret Cameron,British,Female,1815,1879,FALSE,64
Julio Camino Sanchez,Peruvian,Male,1919,2007,FALSE,88
Luis Camnitzer,Uruguayan,Male,1937,Alive,TRUE,#VALUE!
Charles Camoin,French,Male,1879,1965,FALSE,86
Jewett Campbell,American,Male,1912,1999,FALSE,87
Steven Campbell,British,Male,1954,Alive,TRUE,#VALUE!
Heinrich Campendonk,German,Male,1889,1957,FALSE,68
Antonia Campi,Italian,Female,1921,Alive,TRUE,#VALUE!
Massimo Campigli,Italian,Male,1895,1971,FALSE,76
Peter Campus,American,Male,1937,Alive,TRUE,#VALUE!
Vincent Canadé,American,Male,1879,1961,FALSE,82
Cañavate,Spanish,Male,1902,1987,FALSE,85
John Candelario,American,Male,1916,Alive,TRUE,#VALUE!
Louis Cane,French,Male,1943,Alive,TRUE,#VALUE!
Giacomo Caneva,Italian,Male,1810,1890,FALSE,80
Johannes Canis,German,Male,1895,1977,FALSE,82
Rafael Canogar,Spanish,Male,1935,Alive,TRUE,#VALUE!
Domenico Cantatore,Italian,Male,1906,1998,FALSE,92
Cornell Capa,American,Male,1918,2008,FALSE,90
Robert Capa,American,Male,1913,1954,FALSE,41
Bruno Capacci,Italian,Male,1906,Alive,TRUE,#VALUE!
Josef Capek,Czech,Male,1887,1945,FALSE,58
Alfred Capel-Cure,British,Male,1826,1896,FALSE,70
Giuseppe Capogrossi,Italian,Male,1900,1972,FALSE,72
Paul Caponigro,American,Male,1932,Alive,TRUE,#VALUE!
Leonetto Cappiello,French,Male,1875,1942,FALSE,67
Luis B. Caputo Demarco,Argentine,Male,1899,1994,FALSE,95
Miguel-Ángel Cárdenas,Dutch,Male,1934,2015,FALSE,81
Augustin Càrdenas,Cuban,Male,1927,2001,FALSE,74
Santiago Cárdenas,Colombian,Male,1937,Alive,TRUE,#VALUE!
Emil Cardinaux,Swiss,Male,1877,1936,FALSE,59
José Bernardo Cardoso Jr.,Brazilian,Male,1861,1947,FALSE,86
Etienne Carjat,French,Male,1829,1906,FALSE,77
Arthur B. Carles,American,Male,1882,1952,FALSE,70
Marie Carlier,French,Female,1920,1986,FALSE,66
Richard Carlson,Australian,Male,1941,Alive,TRUE,#VALUE!
Jean Carlu,French,Male,1900,1997,FALSE,97
Eugenio Carmi,Italian,Male,1920,Alive,TRUE,#VALUE!
John William Carnell,American,Male,1952,Alive,TRUE,#VALUE!
Anthony Caro,British,Male,1924,2013,FALSE,89
William L. Carqueville,American,Male,1871,1946,FALSE,75
Carlo Carrà,Italian,Male,1881,1966,FALSE,85
Mario Carreño,Chilean,Male,1913,1999,FALSE,86
Eugène Carrière,French,Male,1849,1906,FALSE,57
Mario Carrieri,Italian,Male,1932,Alive,TRUE,#VALUE!
Leonora Carrington,British,Female,1917,2011,FALSE,94
John Carroll,American,Male,1892,1959,FALSE,67
Patricia Jon Carroll,American,Female,1942,Alive,TRUE,#VALUE!
Clarence H. Carter,American,Male,1904,2000,FALSE,96
Paul Carter,American,Male,1903,1938,FALSE,35
Henri Cartier-Bresson,French,Male,1908,2004,FALSE,96
Flavio de R. Carvalho,Brazilian,Male,1899,1973,FALSE,74
Carybé (Hector Bernabó),Brazilian,Male,1911,1997,FALSE,86
John Casado,American,Male,1944,Alive,TRUE,#VALUE!
Andrea Cascella,Italian,Female,1920,1990,FALSE,70
Pietro Cascella,Italian,Male,1921,Alive,TRUE,#VALUE!
Jacqueline S. Casey,American,Female,1927,Alive,TRUE,#VALUE!
Sydney Cash,American,Male,1941,Alive,TRUE,#VALUE!
Tranquillo Casiraghi,Italian,Male,1923,2005,FALSE,82
Karl Caspar,German,Male,1879,1956,FALSE,77
A. M. Cassandre,French,Male,1901,1968,FALSE,67
Mary Cassatt,American,Female,1844,1926,FALSE,82
Axel Cassel,French,Male,1955,2015,FALSE,60
Herbert Carroll Cassill,American,Male,1928,Alive,TRUE,#VALUE!
Moshe Elazar Castel,Israeli,Male,1909,1992,FALSE,83
Enrico Castellani,Italian,Male,1930,Alive,TRUE,#VALUE!
Julio Castellanos,Mexican,Male,1905,1947,FALSE,42
Federico Castellon,American,Male,1914,1971,FALSE,57
Achille Castiglioni,Italian,Male,1918,2002,FALSE,84
Pier Giacomo Castiglioni,Italian,Male,1913,1968,FALSE,55
Fernando Castillo,Mexican,Male,1882,1940,FALSE,58
Rosemarie Castoro,American,Female,1939,2015,FALSE,76
Enrique Castro-Cid,Chilean,Male,1937,1992,FALSE,55
Umberto Catalano,Italian,Male,1944,Alive,TRUE,#VALUE!
Elizabeth Catlett,American,Female,1915,2012,FALSE,97
Bob Cato,Nationality unknown,Male,1923,Alive,TRUE,#VALUE!
Patrick Caulfield,British,Male,1936,2005,FALSE,69
Alik Cavaliere,Italian,Male,1926,Alive,TRUE,#VALUE!
Giorgio Cavallon,American,Male,1904,1989,FALSE,85
Cazals,French,Male,1865,1941,FALSE,76
Bruno Ceccobelli,Italian,Male,1952,Alive,TRUE,#VALUE!
Francis Celentano,American,Male,1928,Alive,TRUE,#VALUE!
Vija Celmins,American,Female,1938,Alive,TRUE,#VALUE!
Edmond Ceria,French,Male,1884,1955,FALSE,71
César (César Baldaccini),French,Male,1921,1998,FALSE,77
Paul Cézanne,French,Male,1839,1906,FALSE,67
Lynn Chadwick,British,Male,1914,2003,FALSE,89
Marc Chagall,French,Male,1887,1985,FALSE,98
Gaston Chaissac,French,Male,1910,1964,FALSE,54
Paul Chaleff,American,Male,1947,Alive,TRUE,#VALUE!
Samuel Chamberlain,American,Male,1895,1975,FALSE,80
John Chamberlain,American,Male,1927,2011,FALSE,84
Martín Chambi,Peruvian,Male,1891,1973,FALSE,82
Roger Chancel,French,Male,1898,1976,FALSE,78
Bruce Chandler,American,Male,1945,Alive,TRUE,#VALUE!
Linda Chapman,American,Female,1952,Alive,TRUE,#VALUE!
Walter Chappell,American,Male,1925,Alive,TRUE,#VALUE!
Serge Charchoune,Russian,Male,1888,1975,FALSE,87
Chargesheimer (Karl-Heinz Hargesheimer),German,Male,1924,1972,FALSE,48
Sarah Charlesworth,American,Female,1947,2013,FALSE,66
Jean Charlot,American,Male,1898,1979,FALSE,81
Louisa Chase,American,Female,1951,Alive,TRUE,#VALUE!
Theodore Chassériau,French,Male,1819,1856,FALSE,37
Roger Chastel,French,Male,1897,1981,FALSE,84
Edward Chavez,American,Male,1917,1995,FALSE,78
José Chávez Morado,Mexican,Male,1909,2002,FALSE,93
Santos Chávez,Chilean,Male,1934,2001,FALSE,67
Jules Chéret,French,Male,1836,1932,FALSE,96
Ivan Chermayeff,American,Male,1932,Alive,TRUE,#VALUE!
Norman Cherner,American,Male,1920,Alive,TRUE,#VALUE!
Iakov Chernikhov,Russian,Male,1889,1951,FALSE,62
Michael Chernyshov,Russian,Male,1945,Alive,TRUE,#VALUE!
Lee Chesney,American,Male,1920,Alive,TRUE,#VALUE!
Sandro Chia,Italian,Male,1946,Alive,TRUE,#VALUE!
Judy Chicago,American,Female,1937,Alive,TRUE,#VALUE!
Pietro Chiesa,Italian,Male,1892,1948,FALSE,56
Bernard Childs,American,Male,1910,1985,FALSE,75
Eduardo Chillida,Spanish,Male,1924,2002,FALSE,78
Thomas Chimes,American,Male,1921,2009,FALSE,88
Giorgio de Chirico,Italian,Male,1888,1978,FALSE,90
Marcel Chirnoaga,Romanian,Male,1930,Alive,TRUE,#VALUE!
Anna Chojnacka,Polish,Female,1914,Alive,TRUE,#VALUE!
Seiji Chokai,Japanese,Male,1902,1972,FALSE,70
Chunghi Choo,American,Female,1938,Alive,TRUE,#VALUE!
William Christenberry,American,Male,1936,2016,FALSE,80
Dan Christensen,American,Male,1942,2007,FALSE,65
Christo,American,Male,1935,Alive,TRUE,#VALUE!
Howard Chandler Christy,American,Male,1872,1952,FALSE,80
Halina Chrostowska,Polish,Female,1929,1990,FALSE,61
Chryssa,American,Female,1933,2013,FALSE,80
Seymour Chwast,American,Male,1931,Alive,TRUE,#VALUE!
Michael Ciavolino,American,Male,1924,Alive,TRUE,#VALUE!
Carmen L. Cicero,American,Male,1926,Alive,TRUE,#VALUE!
Roman Cieslewicz,French,Male,1930,1996,FALSE,66
Nicolai Cikovsky,American,Male,1894,1984,FALSE,90
Carlo Cisventi,Italian,Male,1929,Alive,TRUE,#VALUE!
Paul Citroen,Dutch,Male,1896,1983,FALSE,87
Minna Citron,American,Female,1896,1991,FALSE,95
Pierre Eugène Clairin,French,Male,1897,1980,FALSE,83
Larry Clark,American,Male,1943,Alive,TRUE,#VALUE!
John Clem Clarke,American,Male,1937,Alive,TRUE,#VALUE!
Edna Clarke-Hall,British,Female,1879,1979,FALSE,100
José Claudio Da Silva,Brazilian,Male,1932,Alive,TRUE,#VALUE!
Carlfriedrich Claus,German,Male,1930,1998,FALSE,68
Antoni Clavé,Spanish,Male,1913,Alive,TRUE,#VALUE!
Maude Schuyler Clay,American,Female,1953,Alive,TRUE,#VALUE!
Cléanthe (Cléante Carr),American,Female,1911,2001,FALSE,90
Roman Clemens,Swiss,Male,1910,1992,FALSE,82
Francesco Clemente,Italian,Male,1952,Alive,TRUE,#VALUE!
Lucien Clergue,French,Male,1934,Alive,TRUE,#VALUE!
Fabrizio Clerici,Italian,Male,1913,1993,FALSE,80
Pierre Clerk,Canadian,Male,1928,Alive,TRUE,#VALUE!
Charles Clifford,British,Male,1819,1863,FALSE,44
William Clift,American,Male,1944,Alive,TRUE,#VALUE!
Paul Clinton,American,Male,1942,Alive,TRUE,#VALUE!
Carroll Cloar,American,Male,1913,1993,FALSE,80
Chuck Close,American,Male,1940,Alive,TRUE,#VALUE!
John Timothy Close,American,Male,1958,Alive,TRUE,#VALUE!
